ParticipantEmail,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPassword,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,ParticipantSchoolOrEmployer,ParticipantFieldOfInterest,TotalDonations
james.scott408@learners.net,James,Scott,9/16/13 0:00,participant,participant123,801-669-1202,Layton,UT,84533,Local Library,Both,
michael.clark409@ellarises.org,Michael,Clark,5/15/00 0:00,participant,participant123,801-351-2641,Taylorsville,UT,84154,Local Library,STEM,
aurora.wright410@learners.net,Aurora,Wright,10/31/10 0:00,participant,participant123,801-592-8955,Taylorsville,UT,84271,Local Library,Arts,
isabella.lopez411@learners.net,Isabella,Lopez,11/14/98 0:00,participant,participant123,801-833-7581,Bountiful,UT,84148,SLCC,Arts,1152.45
lillian.brown412@community.org,Lillian,Brown,7/30/05 0:00,participant,participant123,801-581-1331,Layton,UT,84919,Community Center,Arts,260.27
bella.moore413@community.org,Bella,Moore,9/27/04 0:00,participant,participant123,801-433-3201,Logan,UT,84996,Art Studio,Arts,148.71
claire.moore414@community.org,Claire,Moore,2/18/07 0:00,participant,participant123,801-652-4463,Ogden,UT,84193,Art Studio,Arts,484
michael.white415@ellarises.org,Michael,White,12/23/04 0:00,participant,participant123,801-362-2075,Pleasant Grove,UT,84811,Art Studio,Both,164.71
liam.rodriguez416@ellarises.org,Liam,Rodriguez,8/6/03 0:00,participant,participant123,801-405-1944,Orem,UT,84198,Westview High,Arts,55.3
charlotte.white417@studentmail.org,Charlotte,White,11/26/06 0:00,participant,participant123,801-675-9275,Layton,UT,84378,Tech Apprenticeship,STEM,
sophia.thomas418@learners.net,Sophia,Thomas,8/23/08 0:00,participant,participant123,801-656-3909,Spanish Fork,UT,84609,Local Library,Both,
kennedy.thompson419@studentmail.org,Kennedy,Thompson,5/24/04 0:00,participant,participant123,801-905-2480,Layton,UT,84767,Westview High,Arts,
charlotte.hernandez420@studentmail.org,Charlotte,Hernandez,1/14/04 0:00,participant,participant123,801-430-4387,West Jordan,UT,84663,Tech Apprenticeship,Arts,
daniel.johnson421@ellarises.org,Daniel,Johnson,6/26/11 0:00,participant,participant123,801-335-3837,Spanish Fork,UT,84934,Retail Store,STEM,
victoria.taylor422@learners.net,Victoria,Taylor,4/18/08 0:00,participant,participant123,801-585-6713,Layton,UT,84434,BYU,STEM,85.81
theodore.martin423@community.org,Theodore,Martin,8/5/10 0:00,participant,participant123,801-723-7131,Logan,UT,84008,Tech Apprenticeship,Both,
aurora.martin424@ellarises.org,Aurora,Martin,5/14/12 0:00,participant,participant123,801-544-5529,Spanish Fork,UT,84066,UVU,Arts,1285.05
lucy.martin425@studentmail.org,Lucy,Martin,4/11/99 0:00,participant,participant123,801-983-4937,St. George,UT,84530,Retail Store,Both,237.63
liam.lee426@studentmail.org,Liam,Lee,10/27/03 0:00,participant,participant123,801-709-5843,Salt Lake City,UT,84672,Startup Lab,Arts,
liam.harris427@ellarises.org,Liam,Harris,5/24/13 0:00,participant,participant123,801-943-4643,Sandy,UT,84352,Cafe Rio,Both,
jack.thompson428@learners.net,Jack,Thompson,8/3/04 0:00,participant,participant123,801-873-3967,Orem,UT,84861,East Ridge Middle,Arts,
sofia.taylor429@studentmail.org,Sofia,Taylor,12/20/05 0:00,participant,participant123,801-291-4641,Lehi,UT,84671,Valley Charter,Both,
bella.clark430@learners.net,Bella,Clark,5/27/08 0:00,participant,participant123,801-799-5817,Draper,UT,84267,Community Center,STEM,
jack.brown431@ellarises.org,Jack,Brown,9/8/00 0:00,participant,participant123,801-399-9199,Spanish Fork,UT,84911,Community Center,Both,
leah.king432@learners.net,Leah,King,6/29/02 0:00,participant,participant123,801-354-3250,Taylorsville,UT,84056,UVU,Arts,148.83
benjamin.martinez433@learners.net,Benjamin,Martinez,6/17/05 0:00,participant,participant123,801-282-8988,Orem,UT,84798,Tech Apprenticeship,STEM,
aaliyah.brown434@ellarises.org,Aaliyah,Brown,12/4/10 0:00,participant,participant123,801-414-3762,Riverton,UT,84281,Retail Store,STEM,264.32
alexander.garcia435@studentmail.org,Alexander,Garcia,8/16/07 0:00,participant,participant123,801-639-7609,Taylorsville,UT,84649,Mountain View High,Arts,104.83
ava.williams436@studentmail.org,Ava,Williams,12/23/14 0:00,participant,participant123,801-214-6279,Draper,UT,84973,Community Center,Both,
zoey.johnson437@ellarises.org,Zoey,Johnson,12/31/04 0:00,participant,participant123,801-910-6641,West Jordan,UT,84232,North Summit High,STEM,
hazel.allen438@learners.net,Hazel,Allen,7/10/04 0:00,participant,participant123,801-246-5885,Orem,UT,84067,Mountain View High,Both,108.81
michael.hill439@learners.net,Michael,Hill,9/8/05 0:00,participant,participant123,801-903-3192,Taylorsville,UT,84910,Startup Lab,Arts,1133.37
stella.gonzalez440@studentmail.org,Stella,Gonzalez,4/23/14 0:00,participant,participant123,801-433-4675,Bountiful,UT,84020,North Summit High,STEM,172.23
emma.nguyen441@studentmail.org,Emma,Nguyen,6/1/06 0:00,participant,participant123,801-928-1612,Logan,UT,84376,Startup Lab,Both,
eleanor.wright442@ellarises.org,Eleanor,Wright,1/31/99 0:00,participant,participant123,801-310-1323,Provo,UT,84678,Art Studio,STEM,140.19
oliver.lewis443@community.org,Oliver,Lewis,9/28/13 0:00,participant,participant123,801-458-8772,Logan,UT,84561,North Summit High,STEM,
olivia.martin444@community.org,Olivia,Martin,12/20/11 0:00,participant,participant123,801-732-5423,Logan,UT,84679,Local Library,Both,
camila.clark445@ellarises.org,Camila,Clark,5/4/04 0:00,participant,participant123,801-832-2928,Pleasant Grove,UT,84737,East Ridge Middle,STEM,
jackson.gonzalez446@studentmail.org,Jackson,Gonzalez,1/11/06 0:00,participant,participant123,801-735-4304,Layton,UT,84852,Art Studio,Arts,
savannah.hernandez447@ellarises.org,Savannah,Hernandez,6/1/05 0:00,participant,participant123,801-412-8875,Spanish Fork,UT,84933,Valley Charter,STEM,430.23
olivia.garcia448@ellarises.org,Olivia,Garcia,9/7/99 0:00,participant,participant123,801-292-9383,Spanish Fork,UT,84153,Art Studio,Both,
elizabeth.taylor449@studentmail.org,Elizabeth,Taylor,2/15/99 0:00,participant,participant123,801-470-8606,Riverton,UT,84304,East Ridge Middle,STEM,82.71
mia.jackson450@learners.net,Mia,Jackson,2/18/00 0:00,participant,participant123,801-956-2898,Lehi,UT,84437,Community Center,STEM,
olivia.rodriguez451@studentmail.org,Olivia,Rodriguez,6/11/14 0:00,participant,participant123,801-648-5395,Lehi,UT,84367,East Ridge Middle,Arts,153.69
violet.lopez452@ellarises.org,Violet,Lopez,8/26/06 0:00,participant,participant123,801-667-5453,Bountiful,UT,84410,Art Studio,Arts,
oliver.hernandez453@ellarises.org,Oliver,Hernandez,7/29/01 0:00,participant,participant123,801-943-1960,St. George,UT,84713,East Ridge Middle,Arts,
levi.torres454@community.org,Levi,Torres,9/18/11 0:00,participant,participant123,801-588-6875,Orem,UT,84626,Westview High,Both,
sofia.walker455@community.org,Sofia,Walker,1/12/99 0:00,participant,participant123,801-621-8220,Logan,UT,84909,East Ridge Middle,Arts,527.14
addison.walker457@learners.net,Addison,Walker,4/6/98 0:00,participant,participant123,801-771-1894,Bountiful,UT,84153,Tech Apprenticeship,STEM,
mateo.walker458@community.org,Mateo,Walker,3/11/05 0:00,participant,participant123,801-969-9055,Orem,UT,84077,Valley Charter,Arts,
penelope.brown459@studentmail.org,Penelope,Brown,4/18/08 0:00,participant,participant123,801-440-2291,Bountiful,UT,84413,Mountain View High,Both,
lucas.garcia460@community.org,Lucas,Garcia,9/18/14 0:00,participant,participant123,801-321-9148,Riverton,UT,84324,Tech Apprenticeship,STEM,
mila.sanchez461@community.org,Mila,Sanchez,1/15/00 0:00,participant,participant123,801-762-1002,Provo,UT,84571,Retail Store,Both,
brooklyn.allen462@studentmail.org,Brooklyn,Allen,3/21/99 0:00,participant,participant123,801-549-6953,Riverton,UT,84974,Community Center,STEM,76
benjamin.perez463@community.org,Benjamin,Perez,3/9/00 0:00,participant,participant123,801-663-2868,Draper,UT,84734,Retail Store,Both,
victoria.smith464@learners.net,Victoria,Smith,4/14/10 0:00,participant,participant123,801-848-5783,Draper,UT,84850,Cafe Rio,Arts,
mila.williams465@studentmail.org,Mila,Williams,5/26/00 0:00,participant,participant123,801-934-7704,Spanish Fork,UT,84144,BYU,Both,1015.65
nora.gonzalez466@ellarises.org,Nora,Gonzalez,1/28/14 0:00,participant,participant123,801-668-4122,Bountiful,UT,84221,UVU,STEM,252.16
oliver.williams467@ellarises.org,Oliver,Williams,1/7/01 0:00,participant,participant123,801-874-9260,Riverton,UT,84469,Mountain View High,STEM,
mason.brown468@community.org,Mason,Brown,7/8/13 0:00,participant,participant123,801-720-3903,Spanish Fork,UT,84947,Local Library,STEM,305.79
sofia.miller469@community.org,Sofia,Miller,8/29/11 0:00,participant,participant123,801-593-7859,Lehi,UT,84517,Startup Lab,Both,1023.9
addison.moore470@community.org,Addison,Moore,12/28/00 0:00,participant,participant123,801-501-8419,Lehi,UT,84994,North Summit High,Arts,
daniel.martin471@learners.net,Daniel,Martin,5/26/13 0:00,participant,participant123,801-414-5760,Sandy,UT,84206,UVU,Both,
sofia.lopez472@learners.net,Sofia,Lopez,1/27/11 0:00,participant,participant123,801-560-8870,Logan,UT,84780,Local Library,Both,
oliver.wright473@learners.net,Oliver,Wright,5/22/00 0:00,participant,participant123,801-213-9564,Taylorsville,UT,84828,Westview High,Arts,
aria.brown474@ellarises.org,Aria,Brown,6/5/04 0:00,participant,participant123,801-968-3636,Sandy,UT,84274,Tech Apprenticeship,Arts,
aria.brown475@learners.net,Aria,Brown,1/17/06 0:00,participant,participant123,801-754-1529,Sandy,UT,84772,Community Center,Arts,
mila.flores476@studentmail.org,Mila,Flores,7/17/13 0:00,participant,participant123,801-723-5712,Bountiful,UT,84244,Tech Apprenticeship,STEM,
leah.harris477@community.org,Leah,Harris,4/17/98 0:00,participant,participant123,801-765-1881,Lehi,UT,84990,Art Studio,Arts,411.57
nora.flores478@community.org,Nora,Flores,12/8/14 0:00,participant,participant123,801-848-7025,West Jordan,UT,84934,Local Library,Both,243.09
nora.gonzalez479@learners.net,Nora,Gonzalez,3/12/02 0:00,participant,participant123,801-899-2220,Riverton,UT,84182,North Summit High,Both,129.79
daniel.davis480@community.org,Daniel,Davis,12/1/00 0:00,participant,participant123,801-485-5329,Provo,UT,84439,North Summit High,Both,
eleanor.smith481@learners.net,Eleanor,Smith,6/13/01 0:00,participant,participant123,801-358-1654,Riverton,UT,84727,Startup Lab,Arts,
charlotte.flores482@learners.net,Charlotte,Flores,8/21/99 0:00,participant,participant123,801-786-6866,Spanish Fork,UT,84809,Retail Store,Both,
aaliyah.king483@studentmail.org,Aaliyah,King,7/29/01 0:00,participant,participant123,801-269-9276,Orem,UT,84534,SLCC,Both,
sebastian.sanchez484@ellarises.org,Sebastian,Sanchez,6/5/05 0:00,participant,participant123,801-418-6437,Draper,UT,84227,UVU,Arts,484.29
hannah.flores485@community.org,Hannah,Flores,12/30/07 0:00,participant,participant123,801-884-6668,Salt Lake City,UT,84118,Valley Charter,Both,
addison.williams486@learners.net,Addison,Williams,10/3/03 0:00,participant,participant123,801-316-7322,Bountiful,UT,84938,Cafe Rio,Both,86.46
aurora.johnson487@learners.net,Aurora,Johnson,12/1/08 0:00,participant,participant123,801-720-8300,Pleasant Grove,UT,84823,Westview High,Arts,
zoey.lee488@ellarises.org,Zoey,Lee,12/17/09 0:00,participant,participant123,801-991-9814,Logan,UT,84172,Westview High,Both,997.28
harper.wilson489@studentmail.org,Harper,Wilson,1/23/10 0:00,participant,participant123,801-306-4368,Taylorsville,UT,84856,Community Center,Both,
william.jones490@studentmail.org,William,Jones,11/7/98 0:00,participant,participant123,801-934-6434,Salt Lake City,UT,84471,East Ridge Middle,STEM,744.07
liam.ramirez492@learners.net,Liam,Ramirez,12/30/09 0:00,participant,participant123,801-889-2938,Salt Lake City,UT,84399,Westview High,Both,382.94
harper.nguyen493@ellarises.org,Harper,Nguyen,7/2/04 0:00,participant,participant123,801-714-2738,Ogden,UT,84367,Retail Store,Both,
brooklyn.hill494@ellarises.org,Brooklyn,Hill,11/11/06 0:00,participant,participant123,801-648-7249,Murray,UT,84784,Community Center,Both,25.35
sophia.walker495@studentmail.org,Sophia,Walker,3/29/10 0:00,participant,participant123,801-964-7406,West Jordan,UT,84140,BYU,Both,
aria.martin496@learners.net,Aria,Martin,10/6/00 0:00,participant,participant123,801-768-3316,Salt Lake City,UT,84567,Westview High,STEM,250.18
james.wright497@ellarises.org,James,Wright,10/1/02 0:00,participant,participant123,801-966-6633,Murray,UT,84216,SLCC,Both,974.13
daniel.martinez498@studentmail.org,Daniel,Martinez,5/11/02 0:00,participant,participant123,801-831-5140,Orem,UT,84227,East Ridge Middle,STEM,
charlotte.scott499@community.org,Charlotte,Scott,8/16/03 0:00,participant,participant123,801-887-2103,Ogden,UT,84298,East Ridge Middle,STEM,483.1
alexander.perez500@learners.net,Alexander,Perez,3/30/00 0:00,participant,participant123,801-871-4842,St. George,UT,84688,BYU,Both,
harper.gonzalez501@learners.net,Harper,Gonzalez,7/21/13 0:00,participant,participant123,801-536-6008,Spanish Fork,UT,84462,Local Library,STEM,843.07
natalie.lee502@community.org,Natalie,Lee,12/20/02 0:00,participant,participant123,801-520-5033,Orem,UT,84005,Art Studio,Both,
william.moore503@learners.net,William,Moore,10/6/08 0:00,participant,participant123,801-950-6432,St. George,UT,84696,Mountain View High,Arts,1018.98
stella.martin504@community.org,Stella,Martin,4/17/04 0:00,participant,participant123,801-861-2343,Logan,UT,84180,Community Center,STEM,
sebastian.gonzalez505@learners.net,Sebastian,Gonzalez,5/17/09 0:00,participant,participant123,801-277-1305,Ogden,UT,84745,Tech Apprenticeship,STEM,
liam.nguyen506@studentmail.org,Liam,Nguyen,2/8/10 0:00,participant,participant123,801-466-9904,Provo,UT,84565,Mountain View High,Both,24.98
daniel.garcia508@community.org,Daniel,Garcia,10/10/11 0:00,participant,participant123,801-210-4913,Draper,UT,84515,Tech Apprenticeship,STEM,1221.7
daniel.rodriguez509@community.org,Daniel,Rodriguez,7/4/14 0:00,participant,participant123,801-779-3395,Orem,UT,84184,Art Studio,Arts,27.72
stella.williams510@studentmail.org,Stella,Williams,4/15/06 0:00,participant,participant123,801-264-5331,Spanish Fork,UT,84238,Valley Charter,STEM,920.76
grace.king511@learners.net,Grace,King,11/23/98 0:00,participant,participant123,801-665-1760,Bountiful,UT,84481,Tech Apprenticeship,Arts,
mila.king512@learners.net,Mila,King,6/13/06 0:00,participant,participant123,801-757-3848,Layton,UT,84593,Tech Apprenticeship,Arts,
natalie.nguyen513@ellarises.org,Natalie,Nguyen,8/1/09 0:00,participant,participant123,801-585-4651,Pleasant Grove,UT,84258,SLCC,Arts,119.73
kennedy.young514@community.org,Kennedy,Young,9/18/01 0:00,participant,participant123,801-342-8207,Salt Lake City,UT,84514,Valley Charter,STEM,
daniel.moore515@studentmail.org,Daniel,Moore,7/3/11 0:00,participant,participant123,801-361-6934,St. George,UT,84192,Art Studio,STEM,
madison.clark516@learners.net,Madison,Clark,9/29/08 0:00,participant,participant123,801-891-8844,Logan,UT,84494,Valley Charter,Both,78.8
lily.clark517@ellarises.org,Lily,Clark,1/8/01 0:00,participant,participant123,801-330-3639,West Jordan,UT,84045,Tech Apprenticeship,Both,
mia.torres518@studentmail.org,Mia,Torres,8/3/09 0:00,participant,participant123,801-464-3949,Provo,UT,84171,SLCC,Both,
emma.jackson519@ellarises.org,Emma,Jackson,10/20/08 0:00,participant,participant123,801-821-8723,Sandy,UT,84460,North Summit High,STEM,189.45
noah.hill520@studentmail.org,Noah,Hill,12/7/03 0:00,participant,participant123,801-875-9369,Orem,UT,84639,North Summit High,Both,
violet.robinson521@ellarises.org,Violet,Robinson,6/8/00 0:00,participant,participant123,801-594-3166,West Jordan,UT,84388,Westview High,STEM,
michael.allen522@community.org,Michael,Allen,9/3/08 0:00,participant,participant123,801-298-3906,St. George,UT,84621,Startup Lab,Both,
isabella.wright523@ellarises.org,Isabella,Wright,7/15/11 0:00,participant,participant123,801-875-3135,Ogden,UT,84494,Cafe Rio,STEM,
william.king524@community.org,William,King,8/16/07 0:00,participant,participant123,801-244-9680,Draper,UT,84896,Valley Charter,Arts,753.21
leah.thompson525@ellarises.org,Leah,Thompson,3/20/03 0:00,participant,participant123,801-460-8817,Taylorsville,UT,84138,Startup Lab,STEM,281.85
aurora.hill526@community.org,Aurora,Hill,12/18/10 0:00,participant,participant123,801-205-1116,Layton,UT,84194,Cafe Rio,STEM,
michael.smith527@community.org,Michael,Smith,2/15/06 0:00,participant,participant123,801-523-7698,Sandy,UT,84705,East Ridge Middle,STEM,80.77
elijah.nguyen528@learners.net,Elijah,Nguyen,8/31/10 0:00,participant,participant123,801-748-7939,Layton,UT,84876,UVU,Both,
penelope.sanchez529@studentmail.org,Penelope,Sanchez,1/4/02 0:00,participant,participant123,801-770-8904,Taylorsville,UT,84566,UVU,Both,
levi.taylor530@learners.net,Levi,Taylor,7/3/14 0:00,participant,participant123,801-922-7522,Draper,UT,84793,North Summit High,Both,
avery.anderson531@community.org,Avery,Anderson,12/26/06 0:00,participant,participant123,801-419-9328,Orem,UT,84103,Retail Store,Arts,920.69
charlotte.hernandez532@community.org,Charlotte,Hernandez,7/30/08 0:00,participant,participant123,801-293-3381,Salt Lake City,UT,84824,Startup Lab,Both,81.68
william.garcia533@ellarises.org,William,Garcia,8/30/11 0:00,participant,participant123,801-579-2311,Layton,UT,84228,Westview High,Both,73.44
hazel.sanchez534@learners.net,Hazel,Sanchez,5/12/12 0:00,participant,participant123,801-992-3871,Provo,UT,84969,Mountain View High,Arts,1151.95
olivia.gonzalez535@learners.net,Olivia,Gonzalez,7/27/09 0:00,participant,participant123,801-813-9364,Sandy,UT,84035,Art Studio,STEM,141.46
chloe.williams536@learners.net,Chloe,Williams,12/13/99 0:00,participant,participant123,801-200-3579,West Jordan,UT,84671,BYU,Arts,
kennedy.thompson538@learners.net,Kennedy,Thompson,1/23/07 0:00,participant,participant123,801-399-8450,West Jordan,UT,84621,Local Library,STEM,
lucy.lopez539@community.org,Lucy,Lopez,4/14/09 0:00,participant,participant123,801-772-2185,Pleasant Grove,UT,84110,BYU,Arts,
ella.allen540@learners.net,Ella,Allen,8/19/10 0:00,participant,participant123,801-653-7178,Layton,UT,84711,Mountain View High,STEM,695.56
violet.robinson541@community.org,Violet,Robinson,7/8/99 0:00,participant,participant123,801-319-5224,Salt Lake City,UT,84494,SLCC,Both,
lucy.thomas543@learners.net,Lucy,Thomas,9/15/99 0:00,participant,participant123,801-889-6603,Ogden,UT,84409,Cafe Rio,STEM,
jack.lee544@learners.net,Jack,Lee,2/6/02 0:00,participant,participant123,801-787-5408,Sandy,UT,84916,Art Studio,Both,136.82
zoey.young545@studentmail.org,Zoey,Young,8/21/02 0:00,participant,participant123,801-447-5348,West Jordan,UT,84754,Valley Charter,STEM,
addison.flores546@learners.net,Addison,Flores,10/5/99 0:00,participant,participant123,801-309-2964,St. George,UT,84798,Tech Apprenticeship,Both,277.99
jackson.flores547@ellarises.org,Jackson,Flores,12/3/11 0:00,participant,participant123,801-693-7081,Provo,UT,84869,UVU,Arts,
penelope.young548@studentmail.org,Penelope,Young,10/29/14 0:00,participant,participant123,801-607-4638,Pleasant Grove,UT,84287,Local Library,STEM,
charlotte.king549@community.org,Charlotte,King,4/9/09 0:00,participant,participant123,801-753-1533,Spanish Fork,UT,84963,UVU,Arts,
layla.robinson550@ellarises.org,Layla,Robinson,4/7/98 0:00,participant,participant123,801-523-1137,Pleasant Grove,UT,84472,Tech Apprenticeship,STEM,
leah.nguyen551@ellarises.org,Leah,Nguyen,3/14/02 0:00,participant,participant123,801-827-5254,Lehi,UT,84371,Cafe Rio,Arts,
lillian.moore552@community.org,Lillian,Moore,7/5/07 0:00,participant,participant123,801-388-9171,Lehi,UT,84375,Valley Charter,Arts,
zoe.white553@community.org,Zoe,White,12/1/10 0:00,participant,participant123,801-384-3148,Layton,UT,84462,Tech Apprenticeship,STEM,264.86
elizabeth.moore554@studentmail.org,Elizabeth,Moore,4/9/01 0:00,participant,participant123,801-590-4212,Taylorsville,UT,84877,Retail Store,Both,
scarlett.walker555@ellarises.org,Scarlett,Walker,2/23/12 0:00,participant,participant123,801-711-3203,Orem,UT,84432,Cafe Rio,Both,912.69
aaliyah.young556@learners.net,Aaliyah,Young,12/8/06 0:00,participant,participant123,801-781-1781,Layton,UT,84576,East Ridge Middle,Both,
lily.brown557@studentmail.org,Lily,Brown,2/3/08 0:00,participant,participant123,801-844-2577,Layton,UT,84488,Art Studio,Arts,
lucy.white558@learners.net,Lucy,White,9/20/00 0:00,participant,participant123,801-220-7746,Layton,UT,84353,UVU,Both,
nora.torres559@studentmail.org,Nora,Torres,12/7/08 0:00,participant,participant123,801-532-9363,Murray,UT,84364,Retail Store,Both,80.43
lucas.garcia560@community.org,Lucas,Garcia,10/4/01 0:00,participant,participant123,801-846-3373,Murray,UT,84475,Tech Apprenticeship,Arts,87.63
oliver.flores561@community.org,Oliver,Flores,2/13/03 0:00,participant,participant123,801-365-6629,Ogden,UT,84082,UVU,Arts,
savannah.moore562@community.org,Savannah,Moore,10/10/14 0:00,participant,participant123,801-655-6950,Layton,UT,84909,Local Library,Both,
lucas.clark563@studentmail.org,Lucas,Clark,4/28/14 0:00,participant,participant123,801-223-3048,Orem,UT,84875,Valley Charter,Both,425.12
eleanor.garcia564@studentmail.org,Eleanor,Garcia,6/7/99 0:00,participant,participant123,801-305-2565,Orem,UT,84407,Startup Lab,Arts,
charlotte.johnson565@community.org,Charlotte,Johnson,11/21/03 0:00,participant,participant123,801-285-2702,Pleasant Grove,UT,84784,Local Library,STEM,223.9
abigail.harris566@learners.net,Abigail,Harris,12/10/07 0:00,participant,participant123,801-955-5655,West Jordan,UT,84254,Tech Apprenticeship,STEM,
sofia.king567@studentmail.org,Sofia,King,4/18/05 0:00,participant,participant123,801-879-6846,Salt Lake City,UT,84036,Community Center,Arts,
theodore.wright568@learners.net,Theodore,Wright,12/21/01 0:00,participant,participant123,801-914-9835,Riverton,UT,84139,Local Library,Both,91.73
benjamin.torres569@community.org,Benjamin,Torres,12/11/04 0:00,participant,participant123,801-854-9745,Pleasant Grove,UT,84656,Startup Lab,Arts,49.94
levi.wright570@studentmail.org,Levi,Wright,3/31/07 0:00,participant,participant123,801-515-6992,Ogden,UT,84453,BYU,STEM,
brooklyn.smith571@ellarises.org,Brooklyn,Smith,9/18/05 0:00,participant,participant123,801-976-3233,Pleasant Grove,UT,84835,BYU,Arts,28.9
sebastian.smith572@community.org,Sebastian,Smith,7/27/04 0:00,participant,participant123,801-209-8052,Spanish Fork,UT,84307,Local Library,STEM,
ava.scott573@learners.net,Ava,Scott,11/8/06 0:00,participant,participant123,801-774-8161,Sandy,UT,84422,Valley Charter,STEM,84.01
hazel.harris574@studentmail.org,Hazel,Harris,8/3/09 0:00,participant,participant123,801-632-4924,Layton,UT,84082,Retail Store,Both,
paisley.jackson575@learners.net,Paisley,Jackson,1/24/01 0:00,participant,participant123,801-270-3988,Taylorsville,UT,84193,BYU,STEM,23.95
benjamin.flores576@community.org,Benjamin,Flores,3/19/02 0:00,participant,participant123,801-837-9060,Layton,UT,84718,UVU,STEM,90.79
scarlett.brown577@ellarises.org,Scarlett,Brown,1/15/04 0:00,participant,participant123,801-304-5622,Orem,UT,84996,North Summit High,Both,
henry.smith578@studentmail.org,Henry,Smith,11/15/02 0:00,participant,participant123,801-215-9086,Ogden,UT,84155,UVU,Arts,
bella.young579@learners.net,Bella,Young,10/20/99 0:00,participant,participant123,801-232-6410,Riverton,UT,84714,Community Center,STEM,27.74
amelia.moore580@community.org,Amelia,Moore,4/24/02 0:00,participant,participant123,801-681-3975,Ogden,UT,84557,Startup Lab,Arts,1005.39
leah.smith581@ellarises.org,Leah,Smith,7/18/03 0:00,participant,participant123,801-989-8257,West Jordan,UT,84395,Art Studio,STEM,
nora.robinson582@ellarises.org,Nora,Robinson,9/23/06 0:00,participant,participant123,801-413-8746,Pleasant Grove,UT,84682,Tech Apprenticeship,Arts,23.05
claire.hernandez583@ellarises.org,Claire,Hernandez,4/27/12 0:00,participant,participant123,801-459-8884,Pleasant Grove,UT,84126,BYU,STEM,26.06
natalie.brown584@studentmail.org,Natalie,Brown,4/12/05 0:00,participant,participant123,801-848-8113,Logan,UT,84242,Westview High,STEM,892.05
penelope.nguyen585@ellarises.org,Penelope,Nguyen,12/11/98 0:00,participant,participant123,801-448-1146,Bountiful,UT,84809,Local Library,Both,241.89
jack.hill586@studentmail.org,Jack,Hill,7/15/01 0:00,participant,participant123,801-291-5075,Draper,UT,84790,Mountain View High,STEM,
violet.brown587@ellarises.org,Violet,Brown,5/29/00 0:00,participant,participant123,801-357-9787,Draper,UT,84661,North Summit High,Arts,
madison.lee588@learners.net,Madison,Lee,6/17/13 0:00,participant,participant123,801-397-1349,Riverton,UT,84751,SLCC,Arts,
camila.taylor589@ellarises.org,Camila,Taylor,3/5/10 0:00,participant,participant123,801-648-5828,Spanish Fork,UT,84724,Art Studio,Arts,
zoey.torres590@studentmail.org,Zoey,Torres,3/5/04 0:00,participant,participant123,801-949-8674,Draper,UT,84332,Community Center,Both,1026.42
lily.jones591@studentmail.org,Lily,Jones,3/27/06 0:00,participant,participant123,801-469-9873,Riverton,UT,84303,Mountain View High,STEM,293.9
mateo.harris592@studentmail.org,Mateo,Harris,3/12/05 0:00,participant,participant123,801-572-4912,Salt Lake City,UT,84635,Art Studio,STEM,
sebastian.harris593@studentmail.org,Sebastian,Harris,10/2/11 0:00,participant,participant123,801-709-3525,Pleasant Grove,UT,84700,BYU,Arts,
noah.lee594@ellarises.org,Noah,Lee,12/25/98 0:00,participant,participant123,801-874-2092,Logan,UT,84536,Community Center,STEM,
layla.williams595@studentmail.org,Layla,Williams,9/18/98 0:00,participant,participant123,801-396-2617,Logan,UT,84498,Local Library,Both,
hazel.young596@learners.net,Hazel,Young,4/18/98 0:00,participant,participant123,801-426-2161,Provo,UT,84376,Startup Lab,STEM,
alexander.garcia597@community.org,Alexander,Garcia,4/12/06 0:00,participant,participant123,801-771-7814,Provo,UT,84370,Retail Store,Both,
amelia.flores598@learners.net,Amelia,Flores,10/25/04 0:00,participant,participant123,801-951-2153,Pleasant Grove,UT,84042,East Ridge Middle,STEM,71.01
michael.miller599@ellarises.org,Michael,Miller,5/2/02 0:00,participant,participant123,801-594-4104,West Jordan,UT,84545,Cafe Rio,Both,
addison.torres600@studentmail.org,Addison,Torres,2/16/13 0:00,participant,participant123,801-308-6864,Taylorsville,UT,84765,Mountain View High,Both,
sebastian.hill602@community.org,Sebastian,Hill,5/4/06 0:00,participant,participant123,801-522-6319,Draper,UT,84925,SLCC,Both,
william.lee603@studentmail.org,William,Lee,1/28/06 0:00,participant,participant123,801-984-5162,Sandy,UT,84385,Mountain View High,Arts,110.2
james.smith604@ellarises.org,James,Smith,1/11/01 0:00,participant,participant123,801-216-9480,Murray,UT,84611,Startup Lab,Arts,144.82
ava.martin605@studentmail.org,Ava,Martin,6/21/13 0:00,participant,participant123,801-522-1355,Sandy,UT,84877,Community Center,Arts,132.82
daniel.scott606@studentmail.org,Daniel,Scott,7/2/01 0:00,participant,participant123,801-671-6827,Logan,UT,84039,North Summit High,Arts,146.62
natalie.nguyen607@studentmail.org,Natalie,Nguyen,10/18/10 0:00,participant,participant123,801-507-2505,West Jordan,UT,84263,SLCC,Both,233.95
hannah.jones608@learners.net,Hannah,Jones,5/9/11 0:00,participant,participant123,801-699-2562,Spanish Fork,UT,84178,Tech Apprenticeship,Arts,
